Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
30 sec,O-000472,Active,SD-000297,Parents leave (outside),
30 minutes after,O-000471,Active,SD-000437,Signicant activity,
3 worksheets,O-000470,Active,SD-000519,Worksheet,
3 Words,O-000469,Active,SD-000248,List words,
3 words,O-000468,Active,SD-000054,Communication opportunity,
3 Tubs F9,O-000467,Active,SD-000050,Colours,
3 Tubs F9,O-000466,Active,SD-000289,Non-Identical,
3 Tubs F9,O-000465,Active,SD-000213,Identical,
3 Tubs F6,O-000464,Active,SD-000050,Colours,
3 Tubs F6,O-000463,Active,SD-000289,Non-Identical,
3 Tubs F6,O-000462,Active,SD-000213,Identical,
3 Tubs F3,O-000461,Active,SD-000050,Colours,
3 Tubs F3,O-000460,Active,SD-000289,Non-Identical,
3 Tubs F3,O-000459,Active,SD-000213,Identical,
3 Tubs F12,O-000458,Active,SD-000050,Colours,
3 Tubs F12,O-000457,Active,SD-000289,Non-Identical,
3 Tubs F12,O-000456,Active,SD-000213,Identical,
3 Tubs F1,O-000455,Active,SD-000213,Identical,
3 tokens,O-000454,Active,SD-000466,Token board,
3 tasks (close ended),O-000453,Active,SD-000070,Do schedule,
3 steps,O-000452,Active,SD-000291,Not holding hands,
3 steps,O-000451,Active,SD-000204,Holding hands,
3 Steps,O-000450,Active,SD-000015,Action w item,
3 Steps,O-000449,Active,SD-000013,Action,
3 step fine motor,O-000448,Active,SD-000306,Planned model,
3 step chain - follow the leader,O-000447,Active,SD-000308,Planned model w item,
3 step chain,O-000446,Active,SD-000308,Planned model w item,
3 Step Chain,O-000445,Active,SD-000041,Change aspect of play,
3 Step Chain,O-000444,Active,SD-000310,Planned model w item in play,
3 Step Chain,O-000443,Active,SD-000309,Planned model w item at table,
3 statements,O-000442,Active,SD-000448,Statement,
3 statements,O-000441,Active,SD-000229,Instruction,
3 Snips,O-000440,Active,SD-000062,Cutting,
3 Shapes,O-000439,Active,SD-000300,Pasting,
3 shapes,O-000438,Active,SD-000367,Receptive,
3 shapes,O-000437,Active,SD-000219,Imitation,
3 shapes,O-000436,Active,SD-000049,Colouring,
3 seconds - preferred item,O-000435,Active,SD-000457,Ta,
3 seconds - non preferred item,O-000434,Active,SD-000457,Ta,
3 seconds - medium preferred item,O-000433,Active,SD-000457,Ta,
3 seconds,O-000432,Active,SD-000473,Tolerance,
3 seconds,O-000431,Active,SD-000459,TA's turn,
3 seconds,O-000430,Active,SD-000493,Visual,
3 seconds,O-000429,Active,SD-000457,Ta,
3 seconds,O-000428,Active,SD-000505,Wait w visual,
3 seconds,O-000427,Active,SD-000515,With gesture,
3 seconds,O-000426,Active,SD-000516,With visual,
3 second - reintro,O-000425,Active,SD-000473,Tolerance,
3 sec,O-000424,Active,SD-000297,Parents leave (outside),
3 pieces of info including preposition,O-000423,Active,SD-000370,Receptive,
3 pieces of info including attribute,O-000422,Active,SD-000370,Receptive,
3 pieces of info,O-000421,Active,SD-000370,Receptive,
3 pictures,O-000420,Active,SD-000436,Show items/pictures,
3 Numbers,O-000419,Active,SD-000247,List Numbers,
3 minutes after,O-000418,Active,SD-000437,Signicant activity,
3 minutes,O-000417,Active,SD-000471,Tolerance,
3 minutes,O-000416,Active,SD-000413,rest time,
3 minutes,O-000415,Active,SD-000253,Mat time,
3 minute,O-000414,Active,SD-000073,Eat food,
3 mins,O-000413,Active,SD-000505,Wait w visual,
3 metres,O-000412,Active,SD-000204,Holding hands,
3 items,O-000411,Active,SD-000059,Contextual Instruction,
3 items,O-000410,Active,SD-000061,Count (items),
3 Activities,O-000409,Active,SD-000069,Do (activity),
3 Activities,O-000408,Active,SD-000021,Activity,
2sec Hand/Arm,O-000407,Active,SD-000467,Tolerance,
2sec,O-000406,Active,SD-000225,In Sight,
2sec,O-000405,Active,SD-000296,Parent leaves (inside),
2s,O-000404,Active,SD-000495,Visual,
2min Face,O-000403,Active,SD-000467,Tolerance,
2min,O-000402,Active,SD-000296,Parent leaves (inside),
2m away,O-000401,Active,SD-000228,Instruction,
2m,O-000400,Active,SD-000507,Walk properly,
2m,O-000399,Active,SD-000238,Item,
2m,O-000398,Active,SD-000001,1 person,
2m,O-000397,Active,SD-000003,2 items,
2m,O-000396,Active,SD-000330,Put it down,
2m,O-000395,Active,SD-000029,Between 2 people,
2D item,O-000394,Active,SD-000325,Present item,
2cm strip 2cm line,O-000393,Active,SD-000064,Cutting on line,
2cm strip 1cm line,O-000392,Active,SD-000064,Cutting on line,
2cm strip .5cm line,O-000391,Active,SD-000064,Cutting on line,
20sec Hand/Arm,O-000390,Active,SD-000467,Tolerance,
20sec,O-000389,Active,SD-000225,In Sight,
20sec,O-000388,Active,SD-000296,Parent leaves (inside),
20min,O-000387,Active,SD-000296,Parent leaves (inside),
20 seconds - reintro,O-000386,Active,SD-000473,Tolerance,
20 seconds - preferred item,O-000385,Active,SD-000457,Ta,
20 seconds - non preferred item,O-000384,Active,SD-000457,Ta,
20 seconds,O-000383,Active,SD-000473,Tolerance,
20 seconds,O-000382,Active,SD-000505,Wait w visual,
20 seconds,O-000381,Active,SD-000253,Mat time,
20 seconds,O-000380,Active,SD-000457,Ta,
20 seconds,O-000379,Active,SD-000037,Brushing teeth,
20 seconds,O-000378,Active,SD-000283,No item,
20 seconds,O-000377,Active,SD-000412,Reinforcing item,
20 seconds,O-000376,Active,SD-000515,With gesture,
20 seconds,O-000375,Active,SD-000516,With visual,
20 seconds,O-000374,Active,SD-000328,Program stimuli,
20 sec,O-000373,Active,SD-000297,Parents leave (outside),
20 minutes after,O-000372,Active,SD-000437,Signicant activity,
2.5min,O-000371,Active,SD-000296,Parent leaves (inside),
2 worksheets,O-000370,Active,SD-000519,Worksheet,
2 Words,O-000369,Active,SD-000248,List words,
2 word,O-000368,Active,SD-000054,Communication opportunity,
2 Tubs F8,O-000367,Active,SD-000050,Colours,
2 Tubs F8,O-000366,Active,SD-000289,Non-Identical,
2 Tubs F8,O-000365,Active,SD-000213,Identical,
2 Tubs F6,O-000364,Active,SD-000050,Colours,
2 Tubs F6,O-000363,Active,SD-000289,Non-Identical,
2 Tubs F6,O-000362,Active,SD-000213,Identical,
2 Tubs F4,O-000361,Active,SD-000050,Colours,
2 Tubs F4,O-000360,Active,SD-000289,Non-Identical,
2 Tubs F4,O-000359,Active,SD-000213,Identical,
2 Tubs F2,O-000358,Active,SD-000050,Colours,
2 Tubs F2,O-000357,Active,SD-000289,Non-Identical,
2 Tubs F2,O-000356,Active,SD-000213,Identical,
2 Tubs F10,O-000355,Active,SD-000050,Colours,
2 Tubs F10,O-000354,Active,SD-000289,Non-Identical,
2 Tubs F10,O-000353,Active,SD-000213,Identical,
2 tokens,O-000352,Active,SD-000466,Token board,
2 tasks (open ended),O-000351,Active,SD-000070,Do schedule,
2 tasks (close ended),O-000350,Active,SD-000070,Do schedule,
2 tasks - moderately then highly preferred,O-000349,Active,SD-000070,Do schedule,
2 tasks - less then highly preferred,O-000348,Active,SD-000070,Do schedule,
2 tasks - both highly preferred,O-000347,Active,SD-000070,Do schedule,
2 steps,O-000346,Active,SD-000291,Not holding hands,
2 steps,O-000345,Active,SD-000204,Holding hands,
2 Steps,O-000344,Active,SD-000015,Action w item,
2 Steps,O-000343,Active,SD-000013,Action,
2 Step ooo eee,O-000342,Active,SD-000222,Imitation,
2 step fine motor,O-000341,Active,SD-000306,Planned model,
2 step chain,O-000340,Active,SD-000308,Planned model w item,
2 Step Chain,O-000339,Active,SD-000311,Planned model with toy,
2 Step Chain,O-000338,Active,SD-000041,Change aspect of play,
2 step chain,O-000337,Active,SD-000310,Planned model w item in play,
2 step chain,O-000336,Active,SD-000309,Planned model w item at table,
2 step ahh ooo,O-000335,Active,SD-000222,Imitation,
2 Step ahh eee,O-000334,Active,SD-000222,Imitation,
2 step,O-000333,Active,SD-000004,2 step rec. instr.,
2 statements,O-000332,Active,SD-000448,Statement,
2 statements,O-000331,Active,SD-000229,Instruction,
2 Snips,O-000330,Active,SD-000062,Cutting,
2 Shapes,O-000329,Active,SD-000300,Pasting,
2 shapes,O-000328,Active,SD-000367,Receptive,
2 shapes,O-000327,Active,SD-000219,Imitation,
2 Shapes,O-000326,Active,SD-000049,Colouring,
2 seconds - preferred item,O-000325,Active,SD-000457,Ta,
2 seconds - non preferred item,O-000324,Active,SD-000457,Ta,
2 seconds - medium preferred item,O-000323,Active,SD-000457,Ta,
2 seconds,O-000322,Active,SD-000473,Tolerance,
2 seconds,O-000321,Active,SD-000457,Ta,
2 seconds,O-000320,Active,SD-000037,Brushing teeth,
2 seconds,O-000319,Active,SD-000505,Wait w visual,
2 seconds,O-000318,Active,SD-000515,With gesture,
2 seconds,O-000317,Active,SD-000516,With visual,
2 sec,O-000316,Active,SD-000297,Parents leave (outside),
2 pieces of info including preposition,O-000315,Active,SD-000370,Receptive,
2 pieces of info including attribute,O-000314,Active,SD-000370,Receptive,
2 pieces of info,O-000313,Active,SD-000370,Receptive,
2 pictures,O-000312,Active,SD-000436,Show items/pictures,
2 person discrim,O-000311,Active,SD-000015,Action w item,
2 person discrim,O-000310,Active,SD-000013,Action,
2 Numbers,O-000309,Active,SD-000247,List Numbers,
2 minutes after,O-000308,Active,SD-000437,Signicant activity,
2 minutes,O-000307,Active,SD-000025,Activity,
2 minutes,O-000306,Active,SD-000505,Wait w visual,
2 minutes,O-000305,Active,SD-000037,Brushing teeth,
2 minutes,O-000304,Active,SD-000471,Tolerance,
2 minutes,O-000303,Active,SD-000253,Mat time,
2 minute,O-000302,Active,SD-000073,Eat food,
2 metres,O-000301,Active,SD-000291,Not holding hands,
2 metres,O-000300,Active,SD-000204,Holding hands,
2 Locations and 2 Items,O-000299,Active,SD-000200,Go to and bring me,
2 Locations and 1 Item,O-000298,Active,SD-000200,Go to and bring me,
2 items,O-000297,Active,SD-000059,Contextual Instruction,
2 items,O-000296,Active,SD-000061,Count (items),
2 hands different actions various,O-000295,Active,SD-000307,Planned model,
2 Activities,O-000294,Active,SD-000069,Do (activity),
2 Activities,O-000293,Active,SD-000021,Activity,
1sec,O-000292,Active,SD-000293,Out of sight,
1sec,O-000291,Active,SD-000225,In Sight,
1s,O-000290,Active,SD-000495,Visual,
1min Hand/Arm,O-000289,Active,SD-000467,Tolerance,
1min Face,O-000288,Active,SD-000467,Tolerance,
1min,O-000287,Active,SD-000225,In Sight,
1min,O-000286,Active,SD-000296,Parent leaves (inside),
1m Organised field table,O-000285,Active,SD-000238,Item,
1m away,O-000284,Active,SD-000228,Instruction,
1m,O-000283,Active,SD-000238,Item,
1m,O-000282,Active,SD-000190,Getting attention,
1m,O-000281,Active,SD-000001,1 person,
1m,O-000280,Active,SD-000003,2 items,
1m,O-000279,Active,SD-000330,Put it down,
1m,O-000278,Active,SD-000029,Between 2 people,
1cm strip 2cm line,O-000277,Active,SD-000064,Cutting on line,
1cm strip 1cm line,O-000276,Active,SD-000064,Cutting on line,
1cm strip .5cm line,O-000275,Active,SD-000064,Cutting on line,
16 pc train puzzle,O-000274,Active,SD-000069,Do (activity),
15sec  Hand/Arm,O-000273,Active,SD-000467,Tolerance,
15sec,O-000272,Active,SD-000225,In Sight,
15sec,O-000271,Active,SD-000296,Parent leaves (inside),
15s,O-000270,Active,SD-000495,Visual,
15min,O-000269,Active,SD-000296,Parent leaves (inside),
15-20 strip,O-000268,Active,SD-000429,Sequence,
15-20 no strip,O-000267,Active,SD-000429,Sequence,
15 seconds - preferred item,O-000266,Active,SD-000457,Ta,
15 seconds - non preferred item,O-000265,Active,SD-000457,Ta,
15 seconds - medium preferred item,O-000264,Active,SD-000457,Ta,
15 seconds,O-000263,Active,SD-000473,Tolerance,
15 seconds,O-000262,Active,SD-000457,Ta,
15 seconds,O-000261,Active,SD-000037,Brushing teeth,
15 Seconds,O-000260,Active,SD-000505,Wait w visual,
12min,O-000259,Active,SD-000296,Parent leaves (inside),
12 pc race car puzzle,O-000258,Active,SD-000069,Do (activity),
12 pc fire truck,O-000257,Active,SD-000069,Do (activity),
12 pc farm puzzle,O-000256,Active,SD-000069,Do (activity),
12 pc bus puzzle,O-000255,Active,SD-000069,Do (activity),
11-20 strip,O-000254,Active,SD-000429,Sequence,
11-20 no strip,O-000253,Active,SD-000429,Sequence,
11-15 strip,O-000252,Active,SD-000429,Sequence,
11-15 no strip,O-000251,Active,SD-000429,Sequence,
10sec Hand/Arm,O-000250,Active,SD-000467,Tolerance,
10sec,O-000249,Active,SD-000225,In Sight,
10sec,O-000248,Active,SD-000296,Parent leaves (inside),
10s,O-000247,Active,SD-000495,Visual,
10min,O-000246,Active,SD-000296,Parent leaves (inside),
10 seconds - preferred item,O-000245,Active,SD-000457,Ta,
10 seconds - non preferred,O-000244,Active,SD-000457,Ta,
10 seconds - medium preferred item,O-000243,Active,SD-000457,Ta,
10 seconds,O-000242,Active,SD-000473,Tolerance,
10 seconds,O-000241,Active,SD-000457,Ta,
10 seconds,O-000240,Active,SD-000037,Brushing teeth,
10 seconds,O-000239,Active,SD-000283,No item,
10 seconds,O-000238,Active,SD-000412,Reinforcing item,
10 seconds,O-000237,Active,SD-000505,Wait w visual,
10 seconds,O-000236,Active,SD-000515,With gesture,
10 seconds,O-000235,Active,SD-000516,With visual,
10 seconds,O-000234,Active,SD-000328,Program stimuli,
10 seconds,O-000233,Active,SD-000253,Mat time,
10 second - reintro,O-000232,Active,SD-000473,Tolerance,
10 sec,O-000231,Active,SD-000297,Parents leave (outside),
10 minutes after,O-000230,Active,SD-000437,Signicant activity,
10 minutes,O-000229,Active,SD-000471,Tolerance,
10 minutes,O-000228,Active,SD-000073,Eat food,
10 mins,O-000227,Active,SD-000505,Wait w visual,
10 items,O-000226,Active,SD-000061,Count (items),
10 in the bed,O-000225,Active,SD-000110,Exposure,
1+ minutes,O-000224,Active,SD-000505,Wait w visual,
1/2m away,O-000223,Active,SD-000228,Instruction,
1/2m,O-000222,Active,SD-000281,Move back,
1/2 full Tub,O-000221,Active,SD-000274,Missing item,
1.5min Face,O-000220,Active,SD-000467,Tolerance,
1.5min,O-000219,Active,SD-000296,Parent leaves (inside),
1 2 3,O-000218,Active,SD-000054,Communication opportunity,
1-5 strip,O-000217,Active,SD-000429,Sequence,
1-5 no strip,O-000216,Active,SD-000429,Sequence,
1-20 strip,O-000215,Active,SD-000429,Sequence,
1-20 no strip,O-000214,Active,SD-000429,Sequence,
1-10 strip,O-000213,Active,SD-000429,Sequence,
1-10 no strip,O-000212,Active,SD-000429,Sequence,
1 Word,O-000211,Active,SD-000248,List words,
1 token,O-000210,Active,SD-000466,Token board,
1 task (open ended),O-000209,Active,SD-000070,Do schedule,
1 task (close ended),O-000208,Active,SD-000070,Do schedule,
1 step fine motor,O-000207,Active,SD-000306,Planned model,
1 Step Chain,O-000206,Active,SD-000311,Planned model with toy,
1 step - 3m away,O-000205,Active,SD-000013,Action,
1 step - 2m away,O-000204,Active,SD-000013,Action,
1 step - 1m away,O-000203,Active,SD-000013,Action,
1 step,O-000202,Active,SD-000291,Not holding hands,
1 step,O-000201,Active,SD-000204,Holding hands,
1 Step,O-000200,Active,SD-000015,Action w item,
1 Step,O-000199,Active,SD-000013,Action,
1 statement,O-000198,Active,SD-000448,Statement,
1 statement,O-000197,Active,SD-000229,Instruction,
1 Snip,O-000196,Active,SD-000062,Cutting,
1 Shape,O-000195,Active,SD-000300,Pasting,
1 shape,O-000194,Active,SD-000367,Receptive,
1 shape,O-000193,Active,SD-000219,Imitation,
1 shape,O-000192,Active,SD-000049,Colouring,
1 seconds,O-000191,Active,SD-000505,Wait w visual,
1 second - reintro,O-000190,Active,SD-000473,Tolerance,
1 second - preferred item,O-000189,Active,SD-000457,Ta,
1 second - non preferred item,O-000188,Active,SD-000457,Ta,
1 second - medium preferred item,O-000187,Active,SD-000457,Ta,
1 second,O-000186,Active,SD-000473,Tolerance,
1 second,O-000185,Active,SD-000457,Ta,
1 second,O-000184,Active,SD-000037,Brushing teeth,
1 second,O-000183,Active,SD-000515,With gesture,
1 second,O-000182,Active,SD-000516,With visual,
1 picture,O-000181,Active,SD-000436,Show items/pictures,
1 Number,O-000180,Active,SD-000247,List Numbers,
1 minute 30 seconds,O-000179,Active,SD-000037,Brushing teeth,
1 minute 30 seconds,O-000178,Active,SD-000253,Mat time,
1 minute - preferred item,O-000177,Active,SD-000457,Ta,
1 minute - non preferred item,O-000176,Active,SD-000457,Ta,
1 minute - medium preferred item,O-000175,Active,SD-000457,Ta,
1 minute,O-000174,Active,SD-000506,Wait w/o visual,
1 minute,O-000173,Active,SD-000457,Ta,
1 minute,O-000172,Active,SD-000037,Brushing teeth,
1 minute,O-000171,Active,SD-000471,Tolerance,
1 minute,O-000170,Active,SD-000515,With gesture,
1 minute,O-000169,Active,SD-000516,With visual,
1 minute,O-000168,Active,SD-000253,Mat time,
1 minute,O-000167,Active,SD-000073,Eat food,
1 min - reintro,O-000166,Active,SD-000473,Tolerance,
1 min,O-000165,Active,SD-000505,Wait w visual,
1 metre,O-000164,Active,SD-000291,Not holding hands,
1 metre,O-000163,Active,SD-000204,Holding hands,
1 Location and 2 Items,O-000162,Active,SD-000200,Go to and bring me,
1 Location and 1 Item,O-000161,Active,SD-000200,Go to and bring me,
1 item,O-000160,Active,SD-000059,Contextual Instruction,
1 item,O-000159,Active,SD-000061,Count (items),
1 hour after,O-000158,Active,SD-000437,Signicant activity,
1 hand action various,O-000157,Active,SD-000307,Planned model,
+ Shape,O-000156,Active,SD-000220,Imitation,
+ Shape,O-000155,Active,SD-000374,Receptive,
+ Shape,O-000154,Active,SD-000180,From model,
(Person) Various emotions,O-000153,Active,SD-000133,Expressive,
(Person) Various emotions,O-000152,Active,SD-000375,Receptive,
(Person) Surprised,O-000151,Active,SD-000133,Expressive,
(Person) Surprised,O-000150,Active,SD-000375,Receptive,
(Person) Sad,O-000149,Active,SD-000133,Expressive,
(Person) Sad,O-000148,Active,SD-000375,Receptive,
(Person) play with me,O-000147,Active,SD-000054,Communication opportunity,
(Person) I want (item) please,O-000146,Active,SD-000054,Communication opportunity,
(Person) I want (item),O-000145,Active,SD-000054,Communication opportunity,
(Person) I want (activity) please,O-000144,Active,SD-000054,Communication opportunity,
(Person) I want (activity),O-000143,Active,SD-000054,Communication opportunity,
(Person) Happy,O-000142,Active,SD-000133,Expressive,
(Person) Happy,O-000141,Active,SD-000375,Receptive,
(Person) Generalised,O-000140,Active,SD-000133,Expressive,
(Person) come,O-000139,Active,SD-000054,Communication opportunity,
(Person) can I have(activity) please,O-000138,Active,SD-000054,Communication opportunity,
(Person) can I have (item) please,O-000137,Active,SD-000054,Communication opportunity,
(Person) can I have (item),O-000136,Active,SD-000054,Communication opportunity,
(Person) can I have (activity),O-000135,Active,SD-000054,Communication opportunity,
(Person) Angry,O-000134,Active,SD-000133,Expressive,
(Person) Angry,O-000133,Active,SD-000375,Receptive,
(number) of items,O-000132,Active,SD-000384,Receptive,
(Names) turn,O-000131,Active,SD-000040,Challenging situation,
(Name),O-000130,Active,SD-000303,Person not attending,
(Items) are Same,O-000129,Active,SD-000147,Expressive,
(Items) are Different,O-000128,Active,SD-000147,Expressive,
(item) please,O-000127,Active,SD-000054,Communication opportunity,
