OID,Objective Name,SDID,Status,Program,SD Name
O-005888,cushion,SD-000371,Active,Words,Receptive
O-005889,pencil,SD-000371,Active,Words,Receptive
O-005890,cupboard,SD-000371,Active,Words,Receptive
O-005891,school,SD-000371,Active,Words,Receptive
O-005892,sink,SD-000371,Active,Words,Receptive
O-005893,pillow,SD-000371,Active,Words,Receptive
O-005894,toilet,SD-000371,Active,Words,Receptive
O-005895,tree,SD-000371,Active,Words,Receptive
O-005896,trampoline,SD-000371,Active,Words,Receptive
O-005897,house,SD-000371,Active,Words,Receptive
O-005898,window,SD-000371,Active,Words,Receptive
O-005899,spoon,SD-000371,Active,Words,Receptive
O-005900,fork,SD-000371,Active,Words,Receptive
O-005901,cup,SD-000371,Active,Words,Receptive
O-005902,bath,SD-000371,Active,Words,Receptive
O-005903,plate,SD-000371,Active,Words,Receptive
O-005904,iPad,SD-000371,Active,Words,Receptive
O-005905,drawers,SD-000371,Active,Words,Receptive
O-005906,book,SD-000371,Active,Words,Receptive
O-005907,shaker,SD-000371,Active,Words,Receptive
O-005908,guitar,SD-000371,Active,Words,Receptive
O-005909,drum,SD-000371,Active,Words,Receptive
O-005910,music,SD-000371,Active,Words,Receptive
O-005911,piano,SD-000371,Active,Words,Receptive
O-005912,mum,SD-000371,Active,Words,Receptive
O-005913,dad,SD-000371,Active,Words,Receptive
O-005914,helicopter,SD-000371,Active,Words,Receptive
O-005915,ambulance,SD-000371,Active,Words,Receptive
O-005916,plane,SD-000371,Active,Words,Receptive
O-005917,scooter,SD-000371,Active,Words,Receptive
O-005918,boat,SD-000371,Active,Words,Receptive
O-005919,fire engine,SD-000371,Active,Words,Receptive
O-005920,bus,SD-000371,Active,Words,Receptive
O-005921,truck,SD-000371,Active,Words,Receptive
O-005922,bike,SD-000371,Active,Words,Receptive
O-005923,car,SD-000371,Active,Words,Receptive
O-005924,train,SD-000371,Active,Words,Receptive
O-005925,motorbike,SD-000371,Active,Words,Receptive
O-005926,lego,SD-000371,Active,Words,Receptive
O-005927,balloon,SD-000371,Active,Words,Receptive
O-005928,playground,SD-000371,Active,Words,Receptive
O-005929,playdoh,SD-000371,Active,Words,Receptive
O-005930,teddy,SD-000371,Active,Words,Receptive
O-005931,blocks,SD-000371,Active,Words,Receptive
O-005932,slide,SD-000371,Active,Words,Receptive
O-005933,ball,SD-000371,Active,Words,Receptive
O-005934,bubbles,SD-000371,Active,Words,Receptive
O-005935,puzzle,SD-000371,Active,Words,Receptive
O-005936,sand,SD-000371,Active,Words,Receptive
O-005937,toy,SD-000371,Active,Words,Receptive
O-005938,a,SD-000375,Active,Writing,Write (with visual)
O-005939,b,SD-000375,Active,Writing,Write (with visual)
O-005940,c,SD-000375,Active,Writing,Write (with visual)
O-005941,d,SD-000375,Active,Writing,Write (with visual)
O-005942,e,SD-000375,Active,Writing,Write (with visual)
O-005943,f,SD-000375,Active,Writing,Write (with visual)
O-005944,g,SD-000375,Active,Writing,Write (with visual)
O-005945,h,SD-000375,Active,Writing,Write (with visual)
O-005946,i,SD-000375,Active,Writing,Write (with visual)
O-005947,j,SD-000375,Active,Writing,Write (with visual)
O-005948,k,SD-000375,Active,Writing,Write (with visual)
O-005949,l,SD-000375,Active,Writing,Write (with visual)
O-005950,m,SD-000375,Active,Writing,Write (with visual)
O-005951,n,SD-000375,Active,Writing,Write (with visual)
O-005952,o,SD-000375,Active,Writing,Write (with visual)
O-005953,p,SD-000375,Active,Writing,Write (with visual)
O-005954,q,SD-000375,Active,Writing,Write (with visual)
O-005955,r,SD-000375,Active,Writing,Write (with visual)
O-005956,s,SD-000375,Active,Writing,Write (with visual)
O-005957,t,SD-000375,Active,Writing,Write (with visual)
O-005958,u,SD-000375,Active,Writing,Write (with visual)
O-005959,v,SD-000375,Active,Writing,Write (with visual)
O-005960,w,SD-000375,Active,Writing,Write (with visual)
O-005961,x,SD-000375,Active,Writing,Write (with visual)
O-005962,y,SD-000375,Active,Writing,Write (with visual)
O-005963,z,SD-000375,Active,Writing,Write (with visual)
O-005964,A,SD-000375,Active,Writing,Write (with visual)
O-005965,B,SD-000375,Active,Writing,Write (with visual)
O-005966,C,SD-000375,Active,Writing,Write (with visual)
O-005967,D,SD-000375,Active,Writing,Write (with visual)
O-005968,E,SD-000375,Active,Writing,Write (with visual)
O-005969,F,SD-000375,Active,Writing,Write (with visual)
O-005970,G,SD-000375,Active,Writing,Write (with visual)
O-005971,H,SD-000375,Active,Writing,Write (with visual)
O-005972,I,SD-000375,Active,Writing,Write (with visual)
O-005973,J,SD-000375,Active,Writing,Write (with visual)
O-005974,K,SD-000375,Active,Writing,Write (with visual)
O-005975,L,SD-000375,Active,Writing,Write (with visual)
O-005976,M,SD-000375,Active,Writing,Write (with visual)
O-005977,N,SD-000375,Active,Writing,Write (with visual)
O-005978,O,SD-000375,Active,Writing,Write (with visual)
O-005979,P,SD-000375,Active,Writing,Write (with visual)
O-005980,Q,SD-000375,Active,Writing,Write (with visual)
O-005981,R,SD-000375,Active,Writing,Write (with visual)
O-005982,S,SD-000375,Active,Writing,Write (with visual)
O-005983,T,SD-000375,Active,Writing,Write (with visual)
O-005984,U,SD-000375,Active,Writing,Write (with visual)
O-005985,V,SD-000375,Active,Writing,Write (with visual)
O-005986,W,SD-000375,Active,Writing,Write (with visual)
O-005987,X,SD-000375,Active,Writing,Write (with visual)
O-005988,Y,SD-000375,Active,Writing,Write (with visual)
O-005989,Z,SD-000375,Active,Writing,Write (with visual)
O-005990,Clients name,SD-000375,Active,Writing,Write (with visual)
O-005991,Various,SD-000375,Active,Writing,Write (with visual)
O-005992,Yes,SD-000378,Active,Yes/no,Question without visual
O-005993,No,SD-000378,Active,Yes/no,Question without visual
O-005994,Generalised,SD-000378,Active,Yes/no,Question without visual
O-005995,Yes,SD-000377,Active,Yes/no,Question with visual
O-005996,No,SD-000377,Active,Yes/no,Question with visual
O-005997,Here you go,SD-000139,Active,Getting attention,Person facing away
O-005998,I want an/the (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-005999,Less preferred,SD-000228,Active,Play Flexibility,Change aspect of play
O-006000,Highly preferred,SD-000228,Active,Play Flexibility,Change aspect of play
O-006001,Put away shoes,SD-000286,Active,Self Help,Daily living task
O-006002,Put away mask,SD-000286,Active,Self Help,Daily living task
O-006003,Put away jacket,SD-000286,Active,Self Help,Daily living task
O-006004,Put away helmet,SD-000286,Active,Self Help,Daily living task
O-006005,Brush hair,SD-000286,Active,Self Help,Daily living task
O-006006,Brush teeth,SD-000286,Active,Self Help,Daily living task
O-006007,Dishes in sink,SD-000286,Active,Self Help,Daily living task
O-006008,Less preferred item - 2sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006009,Less preferred item-5sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006010,Less preferred item-10sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006011,Less preferred item-15 sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006012,Less preferred item-30sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006013,Less preferred item-20sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006014,Less preferred item-45sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006015,Less preferred item-1min,SD-000354,Active,Wait tolerance,Wait w visual
O-006016,Highly preferred item-2sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006017,Highly preferred item-5sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006018,Highly preferred item-10sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006019,Highly preferred item-15sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006020,Highly preferred item-20sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006021,Highly preferred item-30sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006022,Highly preferred item-45sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006023,Highly preferred item-1min,SD-000354,Active,Wait tolerance,Wait w visual
O-006024,Highly preferred item-1min 30sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006025,Highly preferred item-2min,SD-000354,Active,Wait tolerance,Wait w visual
O-006026,Desired activity-2sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006027,Desired activity-5sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006028,Desired activity-10sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006029,Desired activity-15sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006030,Desired activity-20sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006031,Desired activity-20sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006032,Desired activity-45sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006033,Desired activity-1min,SD-000354,Active,Wait tolerance,Wait w visual
O-006034,Desired activity-2min,SD-000354,Active,Wait tolerance,Wait w visual
O-006035,Desired activity-3min,SD-000354,Active,Wait tolerance,Wait w visual
O-006036,Desired activity-4min,SD-000354,Active,Wait tolerance,Wait w visual
O-006037,Desired activity-5min,SD-000354,Active,Wait tolerance,Wait w visual
O-006038,Desired interaction-2sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006039,Desired interaction-5sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006040,Desired interaction-10sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006041,Desired interaction-15sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006042,Desired interaction-20sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006043,Desired interaction-30sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006044,Desired interaction-45sec,SD-000354,Active,Wait tolerance,Wait w visual
O-006045,Desired interaction-1min,SD-000354,Active,Wait tolerance,Wait w visual
O-006046,We,SD-000401,Active,Pronouns,Exp. We/they/I/You
O-006047,They,SD-000401,Active,Pronouns,Exp. We/they/I/You
O-006048,I,SD-000401,Active,Pronouns,Exp. We/they/I/You
O-006049,You,SD-000401,Active,Pronouns,Exp. We/they/I/You
O-006050,My,SD-000245,Active,Pronouns,Rec. My/Your
O-006051,Your,SD-000245,Active,Pronouns,Rec. My/Your
O-006052,My,SD-000246,Active,Pronouns,Exp. My/Your
O-006053,Your,SD-000246,Active,Pronouns,Exp. My/Your
O-006054,I have a (item),SD-000271,Active,Reciprocal statements,Statement
O-006055,I have a (item) and (item),SD-000271,Active,Reciprocal statements,Statement
O-006056,I have (item) and (item),SD-000271,Active,Reciprocal statements,Statement
O-006057,I see a (item),SD-000271,Active,Reciprocal statements,Statement
O-006058,My (item) is (colour),SD-000271,Active,Reciprocal statements,Statement
O-006059,I have (item) too,SD-000271,Active,Reciprocal statements,Statement
O-006060,I don't have (item/object/thing),SD-000271,Active,Reciprocal statements,Statement
O-006061,I have a (item) too,SD-000271,Active,Reciprocal statements,Statement
O-006062,Here you go,SD-000402,Active,Getting attention,Person not attending
O-006063,Excuse me,SD-000402,Active,Getting attention,Person not attending
O-006064,Excuse me (name),SD-000402,Active,Getting attention,Person not attending
O-006065,Tap arm,SD-000402,Active,Getting attention,Person not attending
O-006066,(Name),SD-000402,Active,Getting attention,Person not attending
O-006067,Tap arm + (name),SD-000402,Active,Getting attention,Person not attending
O-006068,Blue megablock,SD-000003,Active,3D Matching,Identical
O-006069,Blue duplo,SD-000003,Active,3D Matching,Identical
O-006070,Green cup,SD-000003,Active,3D Matching,Identical
O-006071,Open book,SD-000085,Active,Contextual Instructions,Instruction w contextual cue
O-006072,Puzzle,SD-000085,Active,Contextual Instructions,Instruction w contextual cue
O-006073,Open egg,SD-000085,Active,Contextual Instructions,Instruction w contextual cue
O-006074,Ring stacker,SD-000085,Active,Contextual Instructions,Instruction w contextual cue
O-006075,1 second,SD-000403,Active,Contextual Instructions,Ta
O-006076,2 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006077,3 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006078,5 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006079,10 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006080,20 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006081,30 seconds,SD-000403,Active,Contextual Instructions,Ta
O-006082,1 minute,SD-000403,Active,Contextual Instructions,Ta
O-006083,"Dot, dot, dot",SD-000404,Active,Drawing language exposure,Language exposure
O-006084,Scribble,SD-000404,Active,Drawing language exposure,Language exposure
O-006085,Circle,SD-000404,Active,Drawing language exposure,Language exposure
O-006086,Wavy,SD-000404,Active,Drawing language exposure,Language exposure
O-006087,Line,SD-000404,Active,Drawing language exposure,Language exposure
O-006088,Square,SD-000404,Active,Drawing language exposure,Language exposure
O-006089,Zig zag,SD-000404,Active,Drawing language exposure,Language exposure
O-006090,Triangle,SD-000404,Active,Drawing language exposure,Language exposure
O-006091,Fish,SD-000404,Active,Drawing language exposure,Language exposure
O-006092,Snake,SD-000404,Active,Drawing language exposure,Language exposure
O-006093,Spider,SD-000404,Active,Drawing language exposure,Language exposure
O-006094,Car,SD-000404,Active,Drawing language exposure,Language exposure
O-006095,House,SD-000404,Active,Drawing language exposure,Language exposure
O-006096,Tree,SD-000404,Active,Drawing language exposure,Language exposure
O-006097,In vivo - crackers,SD-000221,Active,PECS,Communication opportunity
O-006098,In vivo - back door,SD-000221,Active,PECS,Communication opportunity
O-006099,In vivo - textas/pencils,SD-000221,Active,PECS,Communication opportunity
O-006100,ball in blue shell tub,SD-000229,Active,Play Imitation,Planned model with toy
O-006101,Stacking duplo,SD-000229,Active,Play Imitation,Planned model with toy
O-006102,Push car,SD-000229,Active,Play Imitation,Planned model with toy
O-006103,3 metres,SD-000355,Active,Walk with me,Holding hands
O-006104,Lunchtime,SD-000405,Active,Eating tolerance,Food presentation
O-006105,Generalised,SD-000227,Active,Play Development,Activity
O-006106,Mr. Potato head,SD-000227,Active,Play Development,Activity
O-006107,Various,SD-000406,Active,Reinforcement Development,Sampling
O-006108,BINGO,SD-000303,Active,Songs,Intraverbal
O-006109,Generalised,SD-000407,Active,Proximity tolerance,Generalised
O-006110,Generalised,SD-000408,Active,Come Here,Generalised
O-006111,Sitting on floor,SD-000147,Active,Gross Motor,Activity
O-006112,Obstacle course (holding hands),SD-000147,Active,Gross Motor,Activity
O-006113,Scared,SD-000107,Active,Emotions,Receptive
O-006114,Scared,SD-000108,Active,Emotions,Expressive
O-006115,Here you go,SD-000409,Active,Getting attention,Item for person not attending
O-006116,5sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006117,10sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006118,15sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006119,20sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006120,30sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006121,45sec,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006122,1.5min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006123,1min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006124,2min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006125,2.5min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006126,3min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006127,4min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006128,5min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006129,8min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006130,10min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006131,12min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006132,15min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006133,20min,SD-000410,Active,Tolerance to Parents Leaving,Parent leaves
O-006134,Red,SD-000404,Active,Drawing language exposure,Language exposure
O-006135,Blue,SD-000404,Active,Drawing language exposure,Language exposure
O-006136,Yellow,SD-000404,Active,Drawing language exposure,Language exposure
O-006137,Green,SD-000404,Active,Drawing language exposure,Language exposure
O-006138,Purple,SD-000404,Active,Drawing language exposure,Language exposure
O-006139,Orange,SD-000404,Active,Drawing language exposure,Language exposure
O-006140,Black,SD-000404,Active,Drawing language exposure,Language exposure
O-006141,Grey,SD-000404,Active,Drawing language exposure,Language exposure
O-006142,Yes,SD-000071,Active,Communication Temptation,Communication opportunity
O-006143,No,SD-000071,Active,Communication Temptation,Communication opportunity
O-006144,Connect 4,SD-000229,Active,Play Imitation,Planned model with toy
O-006145,Various - re-intro'd,SD-000303,Active,Songs,Intraverbal
O-006146,Wet wipe / cloth,SD-000411,Active,Washing hands tolerance,TOLERANCE
O-006147,Soap on hands,SD-000411,Active,Washing hands tolerance,TOLERANCE
O-006148,Rubbing hands,SD-000411,Active,Washing hands tolerance,TOLERANCE
O-006149,Wet hands,SD-000411,Active,Washing hands tolerance,TOLERANCE
O-006150,Washing hands sequence,SD-000411,Active,Washing hands tolerance,TOLERANCE
O-006151,Exposure,SD-000381,Active,Zones of regulation,Zones of regulation visual
O-006152,Identify zone for others,SD-000381,Active,Zones of regulation,Zones of regulation visual
O-006153,Identify zone for self,SD-000381,Active,Zones of regulation,Zones of regulation visual
O-006154,Brown,SD-000404,Active,Drawing language exposure,Language exposure
O-006155,Colours - various,SD-000404,Active,Drawing language exposure,Language exposure
O-006156,Coin in piggy bank,SD-000229,Active,Play Imitation,Planned model with toy
O-006157,bang tambourine,SD-000229,Active,Play Imitation,Planned model with toy
O-006158,Shake bells,SD-000229,Active,Play Imitation,Planned model with toy
O-006159,Generalised distance w distraction,SD-000355,Active,Walk with me,Holding hands
O-006160,Coin in piggy bank,SD-000202,Active,Object Imitation,Planned model w item
O-006161,Block in tub,SD-000202,Active,Object Imitation,Planned model w item
O-006162,Shake egg,SD-000202,Active,Object Imitation,Planned model w item
O-006163,Roll ball,SD-000202,Active,Object Imitation,Planned model w item
O-006164,Connect megablocks in air,SD-000202,Active,Object Imitation,Planned model w item
O-006165,Ring stacker 1 ring,SD-000317,Active,Task Completion,Do (activity)
O-006166,Ring stacker 2 rings,SD-000317,Active,Task Completion,Do (activity)
O-006167,Ring stacker 3 rings,SD-000317,Active,Task Completion,Do (activity)
O-006168,Truck shape sorter 1 piece,SD-000317,Active,Task Completion,Do (activity)
O-006169,Truck shape sorter 2 pieces,SD-000317,Active,Task Completion,Do (activity)
O-006170,Truck shape sorter 3 pieces,SD-000317,Active,Task Completion,Do (activity)
O-006171,Stacking boxes 1 box,SD-000317,Active,Task Completion,Do (activity)
O-006172,Stacking boxes 2 boxes,SD-000317,Active,Task Completion,Do (activity)
O-006173,Stacking boxes 3 boxes,SD-000317,Active,Task Completion,Do (activity)
